id_del_curso;Área;Nombre;;Precio;Vistas;Suscriptores;Nivel
913768;Diseño;Illustrator CC 2016 Power Workshops (alemán);https://www.udemia.cl/illustrator-cc-2016-power-workshops-deutsch/;;96;10;Todos los niveles
622284;Diseño;¿Cómo creo gráficos estilizados a partir de imágenes en Photoshop?;https://www.udemia.cl/how-do-i-create-a-stylized-graphics-from-images-in-photoshop/;;17;1;Nivel principiante
1216132;Diseño;Aprenda Adobe Illustrator: dibujo semiautomático de mandalas;https://www.udemia.cl/learn-adobe-illustrator-semi-automatic-mandalas-drawing/;;1076;15;Todos los niveles
1195812;Diseño;Introducción a la pintura digital con Krita;https://www.udemia.cl/empezando-con-la-pintura-digital-usando-krita/;;1011;15;Todos los niveles
1164570;Diseño;Introducción Canvas;https://www.udemia.cl/dezepioy/;;4;2;Todos los niveles
1276020;Diseño;Photoshop para iniciar - o básico;https://www.udemia.cl/photoshop-para-iniciante-o-basico/;;23;2;Todos los niveles
996868;Diseño;Cómo diseñar un logotipo en Adobe Illustrator;https://www.udemia.cl/logoworkshop/;;972;44;Todos los niveles
1275872;Diseño;El curso completo de Adobe Spark;https://www.udemia.cl/the-complete-adobe-spark-course/;;0;0;Nivel intermedio
249126;Diseño;Elementos esenciales del diseño de logotipos;https://www.udemia.cl/logo-design/;;33205;481;Nivel principiante
659340;Diseño;Pic Monkey para principiantes - Diseño gráfico y edición de fotos;https://www.udemia.cl/pic-monkey-101/;;774;3;Nivel Experto
1092766;Diseño;Cree un diseño de aplicación móvil desde cero en Photoshop;https://www.udemia.cl/create-mobile-app-design-from-scratch-in-photoshop/;;1359;7;Todos los niveles
1201118;Diseño;Clase magistral de diseño de iconos: aprenda los principios de diseño de iconos;https://www.udemia.cl/icon-design-masterclass-learn-icon-design-principles/;;6;0;Todos los niveles
804096;Diseño;Curso Completo de SolidWorks 2016.;https://www.udemia.cl/curso-de-chapa-metalica-solidworks-2016/;;129;27;Todos los niveles
197610;Diseño;Técnicas Photoshop: Reformar Campo de golf;https://www.udemia.cl/tecnicas-photoshop-reformar-campo-de-golf/;;2;0;Nivel principiante
1127944;Diseño;Diseñar con medios tonos: ¡Crea un retrato de patrón de puntos!;https://www.udemia.cl/halftones/;;228;0;Nivel principiante
744696;Diseño;Diseño de logotipos para todos;https://www.udemia.cl/diseño-de-logotipo-para-todos/;;706;10;Nivel principiante
966268;Diseño;Diseñador de activos digitales: creación y venta de maquetas;https://www.udemia.cl/digital-asset-designer-mockups/;;50;12;Todos los niveles
1169062;Diseño;Cómo crear asombrosos cinemagraphs con Microsoft PowerPoint;https://www.udemia.cl/how-to-create-amazing-cinemagraphs-with-microsoft-powerpoint/;;1782;18;Nivel principiante
310652;Diseño;Cómo vender prácticamente cualquier cosa: maqueta de diseño profesional;https://www.udemia.cl/how-to-sell-practically-anything-professional-design-mockup/;;52;2;Todos los niveles
518870;Diseño;Cómo crear iconos de diseño plano en 15 minutos en Illustrator;https://www.udemia.cl/how-to-create-flat-design-interface-icons-in-illustrator/;;2228;96;Todos los niveles
1262470;Diseño;Corel Draw;https://www.udemia.cl/coreldraw-x8-temel-egitimi-yeni/;;1;0;Todos los niveles
622122;Diseño;Haz tus propios diseños geniales en PowerPoint: rápido y fácil;https://www.udemia.cl/diseño-en-powerpoint/;;19;6;Todos los niveles
520766;Diseño;Canva: Teoría del diseño gráfico Volumen 2;https://www.udemia.cl/canva-course-graphic-design-theory-in-social-media-volume-2/;;4961;38;Nivel intermedio
1226518;Diseño;Photoshop e Illustrator CC Essentials en árabe;https://www.udemia.cl/photoshop-illustrator-cc-essentials-arabic/;;3329;193;Todos los niveles
874656;Diseño;Cree impresionantes infografías para compartir sus ideas;https://www.udemia.cl/infografia/;;5175;470;Todos los niveles
905244;Diseño;Adobe Illustrator para todos: crea una imagen vectorial detallada;https://www.udemia.cl/how-to-create-your-own-steampunk-vehicle-part-1/;;165;17;Nivel intermedio
983444;Diseño;Vectores de Adobe Illustrator para letras a mano;https://www.udemia.cl/adobe-illustrator-vectors-for-hand-letterers/;;23;2;Nivel principiante
406424;Diseño;Photoshop, Illustrator, InDesign y principios de diseño gráfico;https://www.udemia.cl/photoshop-illustrator-indesign-graphic-design-principles/;;934;143;Todos los niveles
1015308;Diseño;Diseño de aplicaciones móviles en Photoshop desde cero - DISEÑO DE UI Y UX;https://www.udemia.cl/mobile-app-design-in-photoshop-complete-music-app-design/;;1282;17;Todos los niveles
108384;Diseño;Cómo hacer un gráfico personalizado;https://www.udemia.cl/customgraphicsforbusiness/;;87;8;Nivel Experto
436568;Diseño;Diseño de logo para principiantes;https://www.udemia.cl/logo_para_principiantes/;;3;3;Todos los niveles
1088924;Diseño;Tutorial de capacitación para dominar Photoshop Elements 15 de forma sencilla;https://www.udemia.cl/mastering-photoshop-elements-15-made-easy-training-tutorial/;;13;4;Nivel principiante
177614;Diseño;Súper Textos con Photoshop;https://www.udemia.cl/super-textos-con-photoshop/;;0;0;Todos los niveles
1094930;Diseño;DIY Design Professional Web Banners en Photoshop 4 Principiantes;https://www.udemia.cl/design-professional-web-banners-in-photoshop-for-beginners/;;6944;30;Todos los niveles
1219326;Diseño;Diventa un profesionista del Diseño Gráfico;https://www.udemia.cl/diventa-un-professionista-del-diseno-grafico/;;185;10;Nivel intermedio
530436;Diseño;InDesign: Diseño de proyectos paso a paso;https://www.udemia.cl/indesign-diseno-de-proyectos-paso-a-paso/;;300;40;Nivel intermedio
473474;Diseño;Dominar el dibujo realista de la vida real con lápiz;https://www.udemia.cl/mastering-realistic-real-life-drawing-with-pencil/;;33;5;Nivel principiante
396204;Diseño;Masterclass de Diseño Gráfico: Aprende Diseño Gráfico en Proyectos;https://www.udemia.cl/diseno-grafico/;;6858;382;Todos los niveles
366194;Diseño;Dibujo completo de retratos y figuras (paso a paso);https://www.udemia.cl/retrato-completo-y-dibujo-de-figuras-paso-a-paso/;;124;8;Nivel intermedio
1145736;Diseño;Cree infografías de aspecto profesional sin experiencia;https://www.udemia.cl/create-professional-looking-infographics/;;9367;104;Todos los niveles
551964;Diseño;Dibujo para todos los niveles: cómo diseñar caricaturas de mujeres;https://www.udemia.cl/dibujo-para-todos-los-niveles-como-diseñar-mujeres-de-dibujos-animados/;;5;2;Todos los niveles
1007622;Diseño;infodiseño;https://www.udemia.cl/infodesign/;;2;1;Nivel principiante
1035402;Diseño;Aprenda Adobe Illustrator CC - ¡Todo lo esencial en 1 hora!;https://www.udemia.cl/learn-adobe-illustrator-cc-all-essentials-in-1-hour/;;324;7;Nivel intermedio
294294;Diseño;Diseño efectivo de íconos de aplicaciones para iOS y Android;https://www.udemia.cl/eficaz-ios-android-app-icon-design/;;1933;25;Todos los niveles
1252410;Diseño;Guía para principiantes sobre el diseño de portadas de libros electrónicos Kindle con Fireworks;https://www.udemia.cl/beginners-guide-to-kindle-ebook-covers-design-with-fireworks/;;0;0;Todos los niveles
53549;Diseño;Habilidades esenciales para diseñadores: dominar la herramienta Pluma;https://www.udemia.cl/pen-tool/;;387;24;Todos los niveles
899240;Diseño;illustrator CC 2015.3 - Curso básico de ferramentas;https://www.udemia.cl/illustratorcc20153/;;13;6;Todos los niveles
368958;Diseño;Diseño gráfico avanzado: Photoshop CC 2014 para fotógrafos;https://www.udemia.cl/advanced-graphic-design-photoshop-cc-2014-for-photographers/;;314;11;Nivel principiante
669174;Diseño;Introducción a Photoshop para Merch de Amazon;https://www.udemia.cl/intro-to-photoshop-for-merch-by-amazon/;;331;24;Nivel intermedio
637402;Diseño;Dibujar en perspectiva;https://www.udemia.cl/dibujo-en-perspectiva/;;426;63;Nivel intermedio
1131780;Diseño;Animación de pizarra, de principiante a experto, ¡en 1 hora!;https://www.udemia.cl/whiteboardanimation/;;1343;25;Todos los niveles
16714;Diseño;Conceptos básicos de color para diseñadores de impresión;https://www.udemia.cl/color-basics-for-print-designers/;;372;21;Nivel intermedio
349586;Diseño;Master Manga Studio 5: dibujo y pintura adicionales;https://www.udemia.cl/master-manga-studio-5/;;2325;155;Todos los niveles
893978;Diseño;Cómo corregir errores comunes de marca, para diseñadores gráficos;https://www.udemia.cl/how-to-fix-common-branding-mistakes-for-graphic-designers/;;19;2;Todos los niveles
1243016;Diseño;Photoshop - Tratamiento de piel profesional;https://www.udemia.cl/como-fazer-retoque-de-pele-profissional-em-10-passos/;;50;5;Todos los niveles
994312;Diseño;Descubre InDesign en 1 hora;https://www.udemia.cl/decouvrez-indesign-en-1-heure/;;38;3;Todos los niveles
400130;Diseño;El Diseño Gráfico Empresarial con Photoshop e Illustrator;https://www.udemia.cl/businessgraphicdesign/;;6039;128;Todos los niveles
832870;Diseño;Edición de fotos en Photoshop: principiante a avanzado en 1 hora;https://www.udemia.cl/photoshop-edicion-de-fotos/;;662;5;Todos los niveles
1185535;Diseño;Cómo crear maquetas con Adobe XD;https://www.udemia.cl/como-crear-maquetas-con-adobe-xd/;;217;2;Todos los niveles
1190334;Diseño;Paquete de cursos | Explorando el arte: silueta y arte lineal lineal;https://www.udemia.cl/course-bundle-exploring-art-silhouette-linear-line-art/;;827;1;Todos los niveles
416548;Diseño;Clase magistral de diseño de logotipos: Aprende diseño de logotipos + Illustrator;https://www.udemia.cl/become-a-professional-logo-designer/;;8196;479;Todos los niveles
907408;Diseño;Morphing con After Effect: Todo lo que necesitas saber;https://www.udemia.cl/adobe-after-effect-morph-anything/;;421;10;Todos los niveles
1160004;Diseño;Diseña un logo GRATIS en Inkscape;https://www.udemia.cl/logoinkscape/;;1148;26;Todos los niveles
367460;Diseño;Formación completa en pintura digital con Corel Painter;https://www.udemia.cl/pintura-retrato-digital/;;4353;23;Nivel principiante
942768;Diseño;Photoshop Aprende Manipulación de arte conceptual;https://www.udemia.cl/photoshop-learn-concept-art-manipulation/;;8;0;Nivel principiante
1266468;Diseño;Indesign - Para aquellos que quieren trabajar con Diseño Gráfico;https://www.udemia.cl/indesign-como-criar-layouts-pecas-graficas/;;27;7;Todos los niveles
561188;Diseño;Photoshop CC para principiantes: un curso intensivo integral;https://www.udemia.cl/photoshop-cc-for-beginners-a-comprehensive-crash-course/;;6028;205;Todos los niveles
530426;Diseño;Conviértase en diseñador de logotipos;https://www.udemia.cl/become-a-logo-designer/;;827;50;Todos los niveles
865634;Diseño;Aprende a dibujar caras bonitas para cómics;https://www.udemia.cl/aprender-a-dibujar-caras-bonitas-para-comic-books/;;1522;145;Nivel principiante
496302;Diseño;Diseñar una portada de libro electrónico que venda;https://www.udemia.cl/diseñando-una-portada-de-ebook/;;27;2;Todos los niveles
1092632;Diseño;El curso completo de gráficos en movimiento;https://www.udemia.cl/curso-grafico-de-movimiento-completo/;;50;6;Todos los niveles
770622;Diseño;Da vida a tu boceto: aprende ilustración digital;https://www.udemia.cl/ilustracion-digital-con-ilustrador-y-photoshop/;;1202;68;Todos los niveles
649404;Diseño;Ribbon Lettering: del boceto a la marca denominativa;https://www.udemia.cl/ribbon-lettering-from-sketch-to-wordmark/;;342;2;Nivel principiante
502588;Diseño;Aprende GIMP;https://www.udemia.cl/learn-gimp/;;441;53;Todos los niveles
733654;Diseño;Diseño grafico 1;https://www.udemia.cl/nazoru-illust/;;123;12;Todos los niveles
1087244;Diseño;Habilidades básicas en Adobe Illustrator: ¡aprende rápido!;https://www.udemia.cl/foundation_skills_illustrator/;;2489;39;Todos los niveles
358998;Diseño;Sketch 3: Diseña una aplicación móvil desde cero;https://www.udemia.cl/diseño-de-aplicaciones-moviles/;;709;14;Todos los niveles
338308;Diseño;Master Diseño Gráfico Usando Photoshop con Rachael;https://www.udemia.cl/conviértete-en-un-maestro-de-photoshop-en-3-horas-garantizado/;;598;22;Todos los niveles
371074;Diseño;Sketch 3 de la A a la Z: Conviértase en un diseñador de aplicaciones;https://www.udemia.cl/learnsketch3/;;7282;1629;Todos los niveles
600486;Diseño;Teoría Básica del Arte. Como Pintar Ilustraciones Digitales;https://www.udemia.cl/teoria-basica-del-arte-como-pintar-ilustraciones-digitales/;;5104;437;Todos los niveles
1049760;Diseño;Clase Magistral de Diseño Promocional;https://www.udemia.cl/clase-magistral-de-diseño-promocional/;;14;2;Nivel intermedio
1031648;Diseño;Teoria circular;https://www.udemia.cl/circular-templates-vegas/;;5;2;Todos los niveles
642656;Diseño;Cómo crear portadas de libros electrónicos y Kindle con Canva;https://www.udemia.cl/professional-kindle-ebooks-covers-canva-amazon-ibook-store-covers/;;1279;3;Todos los niveles
508570;Diseño;Animación Gif paso a paso en Photoshop;https://www.udemia.cl/paso-a-paso-gif-animacion-en-photoshop/;;518;2;Todos los niveles
397204;Diseño;Diseño tipográfico: aprende tipografía web de forma práctica;https://www.udemia.cl/typography-design-learn-web-typography/;;970;9;Nivel intermedio
472592;Diseño;Diseño App + Diseño Web + Photoshop = Curso Combinado;https://www.udemia.cl/photoshop-superhero/;;1087;6;Nivel principiante
960326;Diseño;Funciones avanzadas en Adobe Illustrator;https://www.udemia.cl/funciones-avanzadas-en-adobe-illustrator/;;1348;6;Todos los niveles
953220;Diseño;Ilustración de perspectiva creativa con GIMP;https://www.udemia.cl/perspectiva-creativa/;;43;3;Nivel principiante
314698;Diseño;Aprenda Photoshop rápidamente (para bloggers e imágenes web);https://www.udemia.cl/pscourse/;;806;53;Todos los niveles
297702;Diseño;Gane y aprenda a crear diseños de logotipos en Illustrator rápidamente;https://www.udemia.cl/learn-to-create-wicked-logo-designs-in-illustrator-quickly/;;18;1;Nivel Experto
494058;Diseño;Guía experta: Dominar la creación de formas con Illustrator;https://www.udemia.cl/mastering-shapes-creation-in-illustrator/;;2911;17;Todos los niveles
787340;Diseño;Técnicas de diseño plano más buscadas #1: Isla desierta;https://www.udemia.cl/flat-design-flat-ui-design-flat-colors-flat-design-desert-island/;;4294;143;Todos los niveles
690918;Diseño;Domina el Diseño Gráfico para Web con Photoshop CC;https://www.udemia.cl/domina-el-diseno-grafico-para-web-con-photoshop-cc/;;211;34;Nivel intermedio
364986;Diseño;diseño de reloj de manzana;https://www.udemia.cl/apple-watch-diseño/;;9847;24;Todos los niveles
516394;Diseño;Portadas de Libros y Diseño Gráfico con PowerPoint 2013/2016/365;https://www.udemia.cl/diseño-de-portada-de-libro-con-microsoft-powerpoint-2013/;;5840;57;Nivel intermedio
854746;Diseño;Freelancing AZ: Cómo iniciar una exitosa carrera como freelance;https://www.udemia.cl/freelance-freelancer-freelancing-freelance-web-designer/;;2267;28;Todos los niveles
699376;Diseño;Creación de una tarjeta de felicitación animada a través de Google Slides;https://www.udemia.cl/creando-una-tarjeta-de-felicitacion-animada-via-google-slides-2/;;549;10;Nivel intermedio
723818;Diseño;Adobe Indesign CC;https://www.udemia.cl/adobe-indesign-cc-baslangc/;;637;21;Nivel principiante
1216164;Diseño;Photoshop - Automatização com Adobe Script;https://www.udemia.cl/adobe-photoshop-scripting/;;7;0;Todos los niveles
885479;Diseño;Conviértase en un diseñador de logotipos profesional;https://www.udemia.cl/become-a-professional-logo-designer-w/;;107;16;Todos los niveles
431562;Diseño;Photoshop: 5 técnicas prácticas para mejorar tus habilidades;https://www.udemia.cl/photoshop-5-tecnicas-practicas-para-mejorar-tus-habilidades/;;780;5;Todos los niveles
693812;Diseño;Diseño de iconos de aplicaciones maestras para dispositivos iPhone (IOS) y Android;https://www.udemia.cl/how-to-design-ios-app-icons/;;9464;329;Todos los niveles
1246252;Diseño;Aula de Photoshop - Aprenda como recortar imágenes;https://www.udemia.cl/aula-de-photoshop-aprenda-como-recortar-imagenes/;;15;1;Todos los niveles
339560;Diseño;Cómo diseñar una presentación profesional de negocios en PowerPoint;https://www.udemia.cl/how-to-design-professional-animated-powerpoint-presentation/;;286;7;Nivel Experto
908664;Diseño;Word Swag: cree imágenes impresionantes con la aplicación Word Swag;https://www.udemia.cl/word-swag/;;2416;19;Todos los niveles
632136;Diseño;Dibujar en PowerPoint: Diagrama de bloques + Experimentos + Caricatura;https://www.udemia.cl/como-dibujar-en-powerpoint/;;2911;29;Todos los niveles
1234108;Diseño;Cómo Dibujar Animales Majestuosos: Perros;https://www.udemia.cl/como-dibujar-perros/;;1524;5;Nivel principiante
380668;Diseño;Curso de diseño premium todo en uno - Edición Scratch to Pro+;https://www.udemia.cl/worldclass-graphic-design/;;919;57;Todos los niveles
1122306;Diseño;Wordpress: comentario utiliser le thème FABLE;https://www.udemia.cl/wordpress-comment-utiliser-le-theme-fable/;;1;0;Nivel principiante
1142428;Diseño;Photoshop CC 2017 Curso Completo;https://www.udemia.cl/photoshop-cc-2017-full-course/;;655;18;Nivel intermedio
901082;Diseño;Arte digital en Adobe Illustrator CC: Angry Bird, Tom & Jerry;https://www.udemia.cl/adobe-illustrator-cc-course/;;3108;27;Nivel principiante
654038;Diseño;Cómo vender tu arte en línea con ETSY;https://www.udemia.cl/how-to-sell-your-art-online-on-etsy/;;1338;38;Todos los niveles
559046;Diseño;Diseño Gráfico Básico para PowerPoint;https://www.udemia.cl/diseno-grafico-basico-para-powerpoint/;;88;8;Todos los niveles
563708;Diseño;¡¡Mejor vendido!! Aprende Illustrator CC en 1 hora;https://www.udemia.cl/1hourillustrator/;;4449;100;Nivel principiante
749542;Diseño;Bootcamp de diseño gráfico;https://www.udemia.cl/diseno-grafico-para-principiantes/;;15276;1740;Todos los niveles
356840;Diseño;Diseño de logotipos: cómo diseñar un logotipo impresionante en Illustrator;https://www.udemia.cl/designing-logos-learning-illustrator/;;3131;131;Nivel intermedio
1068664;Diseño;Crear un oso majestuoso en Adobe Illustrator;https://www.udemia.cl/oso-adobe-illustrator/;;3;0;Nivel intermedio
581352;Diseño;Creación de iconos con Adobe Illustrator;https://www.udemia.cl/creando-iconos-con-ilustrador/;;2266;26;Nivel principiante
520468;Diseño;Canva: Teoría del diseño gráfico Volumen 1;https://www.udemia.cl/canva-course-graphic-design-theory-in-social-media-volume-1/;;6975;122;Todos los niveles
435138;Diseño;Adobe Illustrator Creative Cloud: dominar las actualizaciones;https://www.udemia.cl/learn-illustrator-cc-updates/;;22;3;Nivel principiante
81278;Diseño;Cómo dibujar caricaturas;https://www.udemia.cl/como-dibujar-caricaturas/;;347;31;Nivel intermedio
303042;Diseño;Photoshop CS 6 ile FotoÄŸraf Ä°ÅŸlemenin Temelleri;https://www.udemia.cl/photoshop-cs-6-ile-fotograf-islemenin-temelleri/;;86;10;Nivel principiante
964478;Diseño;Acciones de Photoshop de Apocalipsis Zombie;https://www.udemia.cl/zombie-apocalypse-photoshop-actions/;;12;1;Todos los niveles
640164;Diseño;Doble exposición con Photoshop;https://www.udemia.cl/doble-exposicion-con-photoshop/;;36;0;Todos los niveles
978272;Diseño;¡Cree su propio ajuste preestablecido de pincel de Photoshop!;https://www.udemia.cl/create-autumn-leaf-brushes/;;4;1;Nivel principiante
933888;Diseño;Adobe Illustrator: cómo dibujar iconos de animales cuadrados;https://www.udemia.cl/adobe-illustrator-how-to-draw-squared-animals-icons/;;2873;38;Todos los niveles
648350;Diseño;Curso de Blender 3D de Básico a Avanzado;https://www.udemia.cl/blender-3d-curso-completo/;;353;79;Todos los niveles
787204;Diseño;Técnicas de diseño plano más buscadas #2: Empresario hipster;https://www.udemia.cl/flat-design-flat-ui-design-flat-colors-flat-design-hipster-businessman/;;1016;5;Todos los niveles
628440;Diseño;Inkscape para principiantes 2016/2017;https://www.udemia.cl/udemy-master-inkscape-beginner-course-20162017-unofficial/;;1029;52;Nivel principiante
705444;Diseño;Adobe Photoshop CC - Fundamentos;https://www.udemia.cl/photoshop-cc-fundamentos/;;290;49;Nivel intermedio
1153326;Diseño;Conseguir la vida de un diseñador instruccional;https://www.udemia.cl/getting-the-life-of-an-instructional-designer/;;5;0;Todos los niveles
1019552;Diseño;Dibujar y pintar chica caliente con photoshop;https://www.udemia.cl/dibujo-y-pintura-chica-caliente-con-photoshop/;;74;1;Nivel principiante
79120;Diseño;LaTeX para publicaciones profesionales;https://www.udemia.cl/learn-latex/;;867;203;Nivel principiante
855764;Diseño;Herramientas de aprendizaje avanzadas Corel Draw Diseño de gráficos;https://www.udemia.cl/advance-learning-tools-corel-draw-graphics-design/;;797;13;Todos los niveles
1219814;Diseño;Manipulación de fotos: edición de fotos maestras;https://www.udemia.cl/photo-manipulation-master-photo-editing/;;326;6;Todos los niveles
441106;Diseño;Consejos y trucos de Photoshop, cómo cambiarse de ropa;https://www.udemia.cl/cambiandose-de-ropa-con-photoshop/;;837;4;Todos los niveles
640428;Diseño;Cree círculos tecnológicos en Adobe Illustrator en 30 minutos;https://www.udemia.cl/make-tech-circles-in-adobe-illustrator-in-30-minutes/;;821;15;Todos los niveles
28556;Diseño;Descubre cómo dibujar y pintar cómics;https://www.udemia.cl/aprender-a-dibujar-y-pintar/;;8901;424;Nivel principiante
1036766;Diseño;Cómo colorear cómics... con un ratón;https://www.udemia.cl/how-to-color-comic-books-with-a-mouse/;;7;0;Todos los niveles
20461;Diseño;Cómo diseñar un logotipo: un curso para principiantes;https://www.udemia.cl/how-to-design-a-logo-a-beginners-course/;;10875;650;Todos los niveles
793000;Diseño;Diseño plano: cree hermosos gráficos planos en Photoshop;https://www.udemia.cl/flat-design-graphics-photoshop/;;545;13;Todos los niveles
950894;Diseño;photoshop - CURSO DE PHOTOSHOP DO BÁSICO AO AVANÃ‡ADO;https://www.udemia.cl/photoshop-do-basico-ao-avancado/;;1110;183;Todos los niveles
1075366;Diseño;Inicio rápido de Adobe InDesign CC 2017;https://www.udemia.cl/adobe-indesign-cc-2017-inicio-rápido/;;2;0;Todos los niveles
672086;Diseño;Adobe Photoshop CS5;https://www.udemia.cl/adobe-photoshop-cs5-k/;;1;0;Nivel principiante
349144;Diseño;Photoshop: aprenda los conceptos básicos de pintura digital en Photoshop;https://www.udemia.cl/tutorial-de-pintura-de-photoshop/;;1332;31;Nivel principiante
140368;Diseño;Adobe Illustrator CC para principiantes;https://www.udemia.cl/illustrator-cc-real-world-projects-for-beginners/;;270;28;Todos los niveles
513782;Diseño;Eliminación de fondos de imágenes con Adobe Photoshop;https://www.udemia.cl/eliminación-de-fondos-de-imágenes-usando-adobe-photoshop/;;1768;20;Todos los niveles
46524;Diseño;Marcas sólidas como una roca;https://www.udemia.cl/rock-solid-brands/;;134;4;Todos los niveles
1246168;Diseño;Illustrator para criaÃ§Ã£o de peÃ§as grÃ¡ficas, Design GrÃ¡fico;https://www.udemia.cl/aula-de-illustrator-como-fazer-um-infografico/;;33;3;Todos los niveles
406504;Diseño;Conviértase en un profesional de InDesign en 10 habilidades;https://www.udemia.cl/become-an-indesign-pro-in-10-skills/;;1079;172;Todos los niveles
385662;Diseño;Aprenda la producción de impresión de principio a fin;https://www.udemia.cl/print-production/;;494;6;Nivel principiante
700942;Diseño;Curso básico de Gimp;0;;0;0;0
497268;Diseño;Photoshop el arte de las imágenes prediseñadas;https://www.udemia.cl/photoshop-el-arte-de-las-clipart/;;30;3;Todos los niveles
640426;Diseño;Haz círculos tecnológicos en Adobe Photoshop e Illustrator;https://www.udemia.cl/make-tech-circles-in-adobe-photoshop-and-illustrator/;;1150;10;Nivel principiante
574194;Diseño;Manipular fotos con GIMP;https://www.udemia.cl/foto-manipulación-en-gimp/;;34;4;Nivel intermedio
463354;Diseño;Tutorial de ilustración editorial: del dibujo a Photoshop;https://www.udemia.cl/ilustracion-editorial-iluminando-la-palabra-escrita/;;774;39;Todos los niveles
1242692;Diseño;Flujo de trabajo de Photoshop - Manipulación de imágenes para publicidad;https://www.udemia.cl/photoshop-workflow-professional/;;20;8;Todos los niveles
766320;Diseño;Ilustración móvil;https://www.udemia.cl/adobe-illustrator-mobile-app-codemobiles-thai/;;25;5;Nivel principiante
546832;Diseño;Aprende Adobe Photoshop en 1 hora;https://www.udemia.cl/aprender-adobe-photoshop-en-1-hora/;;1235;15;Nivel Experto
1200856;Diseño;Hand Lettering para Iniciantes;https://www.udemia.cl/hand-lettering-para-iniciantes/;;384;92;Nivel intermedio
1257870;Diseño;Photoshop CC 2015 Principales funciones nuevas;https://www.udemia.cl/photoshop-cc-2015-top-new-features/;;1477;3;Todos los niveles
468182;Diseño;Ilustración de la A a la Z;https://www.udemia.cl/ilustracion-de-la-aa-la-z/;;33;3;Todos los niveles
1177670;Diseño;Texturizado para diseñadores: dale vida al diseño con texturas;https://www.udemia.cl/texturing-for-designers-bring-life-to-design-with-textures/;;201;0;Nivel principiante
955242;Diseño;Aprenda a componer una toma de acción 2D en Photoshop;https://www.udemia.cl/3dmotive-learn-to-composite-a-2d-action-shot-in-photoshop/;;40;2;Todos los niveles
327310;Diseño;Diseño Eficiencia Intensivo;https://www.udemia.cl/fd-design-efficiency-intensive/;;6;0;Todos los niveles
895302;Diseño;Adobe After Effect: Cree 15 elementos gráficos de movimiento avanzados;https://www.udemia.cl/15-advance-mograph-elements-with-after-effect/;;140;6;Todos los niveles
397946;Diseño;Pasos sencillos para convertirse en un experto en Photoshop;https://www.udemia.cl/sencillos-pasos-para-convertirse-en-un-experto-en-photoshop/;;1081;11;Todos los niveles
337072;Diseño;¡Mejor vendido! Aprenda Photoshop en 1 hora (no se necesita experiencia);https://www.udemia.cl/aprende-photoshop-en-una-hora-sin-experiencia-necesaria/;;5471;72;Todos los niveles
681878;Diseño;Devenez le king de l'illustration automóvil;https://www.udemia.cl/virtuel-car/;;42;10;Nivel intermedio
1089062;Diseño;¡Agregue pintura de automóvil realista a su dibujo a lápiz en Photoshop!;https://www.udemia.cl/colorize-your-pencil-drawing-in-photoshop/;;17;3;Todos los niveles
185538;Diseño;MicroStation - Niveles;https://www.udemia.cl/microstation-niveles/;;2;0;Nivel principiante
738198;Diseño;¡Haz árboles de diseño planos en Adobe Illustrator en 30 minutos!;https://www.udemia.cl/make-flat-design-trees-in-adobe-illustrator-in-30-minutes/;;2087;95;Todos los niveles
326338;Diseño;Programación de aplicaciones de visión artificial OpenCV;https://www.udemia.cl/opencv-computer-vision-application-programming/;;167;14;Todos los niveles
628786;Diseño;Ilustraciones vectoriales avanzadas de Adobe Illustrator;https://www.udemia.cl/adobe-illustrator-advance-vector-artwork/;;1538;117;Todos los niveles
1024800;Diseño;Ilustrador basico;https://www.udemia.cl/illustrator-basics/;;1;1;Todos los niveles
524748;Diseño;Inicio rápido de Photoshop;https://www.udemia.cl/photoshop-jumpstart/;;66;13;Todos los niveles
1249378;Diseño;Curso de AutoCAD: aprenda AutoCAD en línea en urdu hindi;https://www.udemia.cl/curso-de-autocad-en-urdu-hindi/;;105;2;Todos los niveles
1245392;Diseño;Curso de creación de modelos 3D Voxel;https://www.udemia.cl/voxel-3d-model-creation-course/;;1031;9;Todos los niveles
1178226;Diseño;Aprende a crear un mandala con Adobe Illustrator;https://www.udemia.cl/aprende-a-crear-un-mandala-con-adobe-illustrator/;;7;0;Todos los niveles
570188;Diseño;Ilustración de retrato de baja poli;https://www.udemia.cl/low-poly-retrato-ilustracion/;;4;0;Todos los niveles
1245356;Diseño;Photoshop - Revelando los segredos das Fusões;https://www.udemia.cl/curso-de-photoshop-gratuito/;;858;25;Nivel principiante
15611;Diseño;Descubre los 7 secretos para el dibujo de figuras: Draw Awesome...;https://www.udemia.cl/como-dibujar-la-figura-humana-10-horas/;;2634;92;Nivel principiante
514398;Diseño;Finalizar archivos de producción | Photoshop Ilustrador InDesign;https://www.udemia.cl/finalizar-archivos-de-producción/;;18;2;Nivel principiante
1114470;Diseño;Adobe Photoshop CS6 para principiantes;https://www.udemia.cl/adobe-photoshop-cs6-para-iniciantes/;;5;0;Nivel principiante
429366;Diseño;Conviértase en diseñador de logotipos: Guía de software de logotipos gratuito;https://www.udemia.cl/become-a-logo-designer-guide-to-gratuito-logo-software/;;485;9;Nivel intermedio
348116;Diseño;Photoshop en profundidad: domine todas las herramientas de Photoshop fácilmente;https://www.udemia.cl/herramientas-de-photoshop/;;53851;1779;Todos los niveles
