Área;ID_Curso;nombre;URL;Nivel;Precio;Suscriptores;Vistas
desarrollador web;1207382;Optimización de Wordpress para más velocidad e ingresos;https://www.udemia.cl/optimizing-wordpress-for-more-speed-and-revenue/;Todos los niveles; - ;7; 2.649 
desarrollador web;767656;Bootstrap Essential Training - Crea tu propio sitio web;https://www.udemia.cl/ultimate-bootstrap-basics-course-with-2-projects/;Todos los niveles; 20.000 ;83; 2.643 
desarrollador web;637974;Domine ExpressJS para crear aplicaciones web con NodeJS y JavaScript;https://www.udemia.cl/expressjs/;Todos los niveles; 50.000 ;24; 2.643 
desarrollador web;1099956;Clase magistral de desarrollo de temas de Bootstrap 4;https://www.udemia.cl/bootstrap-theme-development-masterclass/;Nivel intermedio; 150.000 ;15; 2.641 
desarrollador web;977474;Curso Ultimate CSS3: de principiantes a profesionales;https://www.udemia.cl/ultimate-css3-course/;Todos los niveles; 95.000 ;30; 2.635 
desarrollador web;472526;PHP para principiantes;https://www.udemia.cl/learn-php-via-examples-and-mini-tasks/;Nivel principiante; 40.000 ;135; 2.626 
desarrollador web;678142;Sistema de inicio de sesión y registro de PHP: confirmación de activación por correo electrónico;https://www.udemia.cl/php-mysql-login-and-registration-system-with-email-confirm-activation/;Nivel principiante; 100.000 ;49; 2.607 
desarrollador web;1200530;Electron para aplicaciones de escritorio: la guía completa para desarrolladores;https://www.udemia.cl/electron-react-tutorial/;Todos los niveles; 50.000 ;77; 2.606 
desarrollador web;549064;Herramientas de desarrollo web que usan los profesionales: Hacks de productividad de código;https://www.udemia.cl/herramientas-de-desarrollo-web/;Todos los niveles; 30.000 ;39; 2.596 
desarrollador web;1078208;Tutorial de Spring Boot para principiantes;https://www.udemia.cl/spring-boot-tutorial-for-beginners/;Nivel principiante; 40.000 ;39; 2.578 
desarrollador web;889438;ChatBots: Messenger ChatBot con API.AI y Node.JS;https://www.udemia.cl/chatbots/;Todos los niveles; 50.000 ;64; 2.577 
desarrollador web;537282;Hosting Django: Fundamentos de Amazon Web Services (AWS);https://www.udemia.cl/django-tutorial-amazon-web-services/;Nivel intermedio; 45.000 ;46; 2.573 
desarrollador web;1259422;Aprenda JavaScript desde cero: conviértase en el desarrollador web mejor calificado;https://www.udemia.cl/learnjsandbecometopratedwebdeveloper/;Todos los niveles; 65.000 ;87; 2.570 
desarrollador web;212398;Desarrollo avanzado de Node.js;https://www.udemia.cl/refactoru-adv-nodejs/;Todos los niveles; 55.000 ;41; 2.565 
desarrollador web;760306;Aprenda proyectos interactivos dinámicos de JavaScript para principiantes;https://www.udemia.cl/learn-javascript-dynamic-interactive-projects-for-beginners/;Nivel principiante; 100.000 ;36; 2.558 
desarrollador web;993148;Aprende jQuery AJAX en 1 hora;https://www.udemia.cl/jquery-ajax-course/;Todos los niveles; 195.000 ;18; 2.547 
desarrollador web;802268;Introducción a Git;https://www.udemia.cl/intro-to-git/;Todos los niveles; 20.000 ;30; 2.532 
desarrollador web;255878;Aprenda a crear sitios web receptivos avanzados con Bootstrap;https://www.udemia.cl/sitio-web-responsivo-con-bootstrap/;Todos los niveles; 20.000 ;30; 2.528 
desarrollador web;372518;Ruby on Rails para desarrollo web;https://www.udemia.cl/ruby-on-rails-for-web-development/;Nivel intermedio; 195.000 ;24; 2.526 
desarrollador web;69414;Creación de un correo electrónico HTML receptivo;https://www.udemia.cl/creating-responsive-html-email/;Todos los niveles; 20.000 ;34; 2.520 
desarrollador web;1124280;Tutorial de PHP: aprenda la programación básica de PHP para principiantes;https://www.udemia.cl/php-tutorial-beginners/;Todos los niveles; 20.000 ;23; 2.510 
desarrollador web;186096;Core: una guía de referencia de aplicaciones web para Django, Python y más;https://www.udemia.cl/codificación-para-emprendedores-core/;Nivel intermedio; 195.000 ;154; 2.497 
desarrollador web;572268;AngularJS para desarrolladores .Net desde cero;https://www.udemia.cl/angularjs-for-dotnet-developers-from-scratch/;Todos los niveles; 50.000 ;40; 2.494 
desarrollador web;380092;HTML y CSS para principiantes: crea 3 proyectos desde cero;https://www.udemia.cl/learn-html-css-by-building-3-real-projects/;Nivel intermedio; 40.000 ;31; 2.472 
desarrollador web;654832;Formularios HTML para principiantes: una introducción básica;https://www.udemia.cl/html-forms-for-beginners-a-basic-introduction/;Nivel intermedio; 45.000 ;8; 2.472 
desarrollador web;617886;Aprenda a programar Rails en menos de 2 horas;https://www.udemia.cl/learn-rails-programming-in-less-than-2-hours/;Todos los niveles; 35.000 ;19; 2.470 
desarrollador web;1134456;Crea una galería de fotos simple con Dropzonejs, Slick y PHP;https://www.udemia.cl/create-a-simple-photo-gallery-with-dropzonejs-slick-and-php/;Todos los niveles; - ;9; 2.464 
desarrollador web;18448;Aprendiendo CSS3: un tutorial completo para desarrolladores web;https://www.udemia.cl/learning-css3/;Todos los niveles; 50.000 ;101; 2.459 
desarrollador web;856968;Cómo hacer un sitio web de Wordpress 2017;https://www.udemia.cl/how-to-wordpress/;Nivel principiante; - ;10; 2.437 
desarrollador web;977470;El curso completo de HMTL5: ¡pasa de principiante a avanzado!;https://www.udemia.cl/curso-completo-hmtl5/;Todos los niveles; 95.000 ;36; 2.430 
desarrollador web;679158;Crea tu propio blog hermoso en WordPress + SEO;https://www.udemia.cl/aprende-a-crear-un-blog-de-palabras-maravillosas-de-comienzo-a-terminar/;Nivel principiante; 200.000 ;28; 2.421 
desarrollador web;945320;Javascript nivel intermedio 2 - Funciones de dominio;https://www.udemia.cl/javascript-intermediate-mastering-functions/;Todos los niveles; 100.000 ;28; 2.412 
desarrollador web;436210;El iniciador Pro Ruby on Rails;https://www.udemia.cl/pro-rubyonrails-starter/;Todos los niveles; 45.000 ;19; 2.409 
desarrollador web;313484;Laravel 4 prueba y disfruta de la codificación php;https://www.udemia.cl/laravel-4-try-and-enjoy-php-coding/;Nivel principiante; 20.000 ;23; 2.402 
desarrollador web;1110756;Tutoriales HTML: código HTML para la creación de sitios web;https://www.udemia.cl/html-code-for-website/;Nivel principiante; 20.000 ;27; 2.401 
desarrollador web;1019276;La guía definitiva para principiantes de Django;https://www.udemia.cl/the-ultimate-beginners-guide-to-django-python-web-dev-website/;Todos los niveles; 200.000 ;82; 2.390 
desarrollador web;628876;Desarrollo web práctico: cree sitios web de forma rápida y sencilla;https://www.udemia.cl/hacer-hermosos-sitios-web-en-unas-pocas-horas/;Todos los niveles; 20.000 ;20; 2.389 
desarrollador web;56585;Twitter Bootstrap 2 para principiantes;https://www.udemia.cl/twitter-bootstrap/;Nivel principiante; 20.000 ;12; 2.388 
desarrollador web;547298;WordPress LMS: sitio web de aprendizaje electrónico simplificado;https://www.udemia.cl/wordpress-learning-management-system-create-a-learning-site/;Todos los niveles; 20.000 ;16; 2.382 
desarrollador web;944886;WordPress se ve y se siente con temas;https://www.udemia.cl/learn-wordpress-customize-look-and-feel-with-themes/;Nivel principiante; 25.000 ;12; 2.371 
desarrollador web;1034520;Dominación de WordPress #2: Clientes potenciales y escasez;https://www.udemia.cl/wordpress-domination-2-leads-and-scarcity/;Todos los niveles; 95.000 ;13; 2.362 
desarrollador web;761770;Aprende HTML5 Canvas para principiantes;https://www.udemia.cl/learn-html5-canvas-for-beginners/;Nivel intermedio; 100.000 ;49; 2.360 
desarrollador web;30261;Codificación para niños: introducción a HTML, CSS y JavaScript;https://www.udemia.cl/kids-coding-introduction-to-html-css-and-javascript/;Todos los niveles; 200.000 ;215; 2.355 
desarrollador web;926206;HTML5 y CSS3: Landing Pages para Emprendedores 2016;https://www.udemia.cl/landing-pages-for-emprendedores/;Todos los niveles; 195.000 ;45; 2.354 
desarrollador web;399228;¡Aprende a codificar, conviértete en desarrollador web y domina JavaScript!;https://www.udemia.cl/maestro-javascript-hoy/;Todos los niveles; 200.000 ;91; 2.353 
desarrollador web;398456;Bootstrap 3 Introducción: Cree sitios web RESPONSIVOS rápidamente;https://www.udemia.cl/bootstrap-3-introduction-make-responsive-websites-fast/;Todos los niveles; 50.000 ;16; 2.351 
desarrollador web;977516;Wordpress para personas no técnicas;https://www.udemia.cl/wordpress-for-non-technical-people/;Todos los niveles; 150.000 ;65; 2.346 
desarrollador web;1045862;Cree un sitio web llamativo de WordPress desde cero;https://www.udemia.cl/crea un sitio web llamativo con wordpress desde cero/;Todos los niveles; 30.000 ;19; 2.342 
desarrollador web;549094;Instale un tema de Wordpress de la manera correcta y cobre a otros;https://www.udemia.cl/how-to-install-a-wordpress-theme-the-right-way/;Nivel intermedio; 20.000 ;18; 2.335 
desarrollador web;281690;Una introducción muy completa a Laravel;https://www.udemia.cl/laravel-4-beginners/;Todos los niveles; 20.000 ;43; 2.320 
desarrollador web;739770;PHP MySQL: Aprende PHP MySQL con Project;https://www.udemia.cl/php-mysql-proyecto-aprendizaje/;Nivel principiante; 20.000 ;25; 2.314 
desarrollador web;361620;Tutorial de Wordpress;https://www.udemia.cl/diseño-responsivo/;Todos los niveles; 200.000 ;44; 2.311 
desarrollador web;407796;Redirija a sus visitantes por país fácilmente -Tutorial de WordPress;https://www.udemia.cl/redirect-your-visitors-by-country-easily-wordpress-tutorial/;Todos los niveles; 20.000 ;24; 2.306 
desarrollador web;545524;Cree sitios web y aplicaciones mediante la subcontratación;https://www.udemia.cl/outsourcing-desarrollo-trabajo/;Nivel principiante; 20.000 ;22; 2.299 
desarrollador web;859422;Bootstrap 4.0 Nuevas características: Cree un sitio web receptivo;https://www.udemia.cl/bootstrap4-new-features/;Todos los niveles; 40.000 ;14; 2.296 
desarrollador web;450068;Cree un blog de fotos con Ruby on Rails;https://www.udemia.cl/build-a-photo-blog-with-ruby-on-rails/;Todos los niveles; 20.000 ;21; 2.281 
desarrollador web;1208638;React JS, Angular y Vue JS - Inicio rápido y comparación;https://www.udemia.cl/angular-reactjs-vuejs-comparación de inicio rápido/;Nivel principiante; 160.000 ;142; 2.273 
desarrollador web;857162;Aprenda a crear temas de WordPress construyendo 10 proyectos;https://www.udemia.cl/learn-to-create-wordpress-themes-by-building-10-projects/;Todos los niveles; 60.000 ;91; 2.273 
desarrollador web;339086;Seguridad de WordPress: la guía de seguridad definitiva;https://www.udemia.cl/wordpress-the-ultimate-security-guide/;Todos los niveles; 60.000 ;29; 2.267 
desarrollador web;856526;El curso Build a SAAS App with Flask;https://www.udemia.cl/the-build-a-saas-app-with-flask-course/;Nivel intermedio; 40.000 ;168; 2.244 
desarrollador web;834600;La guía para desarrolladores web: Aprenda los fundamentos de HTML y CSS;https://www.udemia.cl/become-a-professional-html-and-css-web-developer/;Todos los niveles; 20.000 ;97; 2.243 
desarrollador web;654422;Crear un formulario de contacto de PHP en Bootstrap;https://www.udemia.cl/bootstrap-php-contact-form/;Todos los niveles; 20.000 ;12; 2.238 
desarrollador web;875194;Cree increíbles chatbots;https://www.udemia.cl/build-incredible-chatbots/;Todos los niveles; 100.000 ;115; 2.234 
desarrollador web;738360;Mejor camino hacia CSS usando Less y Sass;https://www.udemia.cl/una-mejor-manera-hacia-css-usando-menos-y-sass/;Todos los niveles; 20.000 ;26; 2.227 
desarrollador web;1172166;WordPress para principiantes 2017 + Implementación de Google AdSense;https://www.udemia.cl/wordpress-tutorial-for-beginners-and-google-adsense-implementation/;Todos los niveles; 195.000 ;64; 2.225 
desarrollador web;791414;Programación JavaScript: JavaScript para principiantes;https://www.udemia.cl/aprender-javascript-online/;Todos los niveles; 55.000 ;74; 2.215 
desarrollador web;1122224;Cómo hacer una página web sin código;https://www.udemia.cl/como-hacer-una-pagina-web-sin-codigo/;Todos los niveles; - ;23; 2.214 
desarrollador web;1062686;Diseño completo de sitios web RESPONSIVOS con HTML5 y CSS3;https://www.udemia.cl/website_design/;Todos los niveles; 20.000 ;97; 2.204 
desarrollador web;737758;Prezi avanzado: crea presentaciones increíbles;https://www.udemia.cl/prezi-advanced/;Todos los niveles; 30.000 ;12; 2.200 
desarrollador web;744618;¡Crea un sitio web similar a Facebook desde cero!;https://www.udemia.cl/clone-facebook/;Nivel principiante; 25.000 ;12; 2.197 
desarrollador web;782194;Canvas image Creator HTML5 Proyecto JavaScript desde Scratch;https://www.udemia.cl/canvas-image-maker-html5-javascript-project-from-scratch/;Todos los niveles; 100.000 ;35; 2.195 
desarrollador web;380582;Aprenda OAuth 2.0: comience como un experto en seguridad de API;https://www.udemia.cl/learn-oauth-2/;Todos los niveles; 95.000 ;45; 2.185 
desarrollador web;1148342;Paso a paso Construya su plantilla con Bootstrap 4 desde cero;https://www.udemia.cl/bootstrap-v4/;Nivel intermedio; 80.000 ;24; 2.184 
desarrollador web;780058;Cree sitios web modernos súper rápido;https://www.udemia.cl/construir-sitios-web-modernos-en-1-hora/;Todos los niveles; 25.000 ;19; 2.178 
desarrollador web;510784;WordPress 2016 para principiantes: ¡construya sitios web increíbles!;https://www.udemia.cl/crea-tu-propio-sitio-web-de-wordpress-en-menos-de-90-minutos/;Todos los niveles; 20.000 ;43; 2.177 
desarrollador web;713098;Cree un clon de Amazon: Nodejs + MongoDB + Stripe Payment;https://www.udemia.cl/build-an-amazon-clone-nodejs-stripe-elasticsearch/;Todos los niveles; 20.000 ;70; 2.164 
desarrollador web;783748;Byte-Sized-Chunks: hojas de estilo en cascada (CSS) con HTML;https://www.udemia.cl/css-con-html/;Nivel principiante; 20.000 ;28; 2.160 
desarrollador web;388286;CoffeeScript: las partes buenas: escribir mejor javaScript;https://www.udemia.cl/coffeescript/;Nivel principiante; 50.000 ;15; 2.152 
desarrollador web;1241254;Aplicaciones y API sin servidor de AWS: una introducción completa;https://www.udemia.cl/aws-serverless-a-complete-introduction/;Nivel principiante; 145.000 ;136; 2.145 
desarrollador web;715516;Desarrollo Web Moderno con Laravel 5.2 (Framework PHP);https://www.udemia.cl/desarrollo-web-moderno-con-laravel/;Todos los niveles; 120.000 ;71; 2.142 
desarrollador web;443746;El curso maestro de optimización de velocidad de WordPress de WpFASTER;https://www.udemia.cl/make-your-wordpress-sites-fastest-in-world/;Nivel intermedio; 175.000 ;55; 2.134 
desarrollador web;1079370;Texto sublime para un desarrollo web rápido;https://www.udemia.cl/sublime-text-for-rapid-web-development/;Nivel principiante; 20.000 ;14; 2.104 
desarrollador web;771198;Reactive JS: ¿Estás listo para el próximo gran cambio de paradigma?;https://www.udemia.cl/reactive-js-getting-ready-for-the-next-big-paradigm-shift/;Nivel principiante; 60.000 ;28; 2.097 
desarrollador web;1050632;Desarrollo web completo con HTML, CSS y Javascript;https://www.udemia.cl/desarrollo-web-completo-con-html-css-y-javascript/;Todos los niveles; - ;10; 2.097 
desarrollador web;704582;Jekyll: cree sitios y blogs estáticos rápidos y seguros con Jekyll;https://www.udemia.cl/static-website-generator-fast-secure-sites-blogs-with-jekyll/;Nivel intermedio; 45.000 ;29; 2.091 
desarrollador web;1021834;JavaScript para principiantes en 1 hora;https://www.udemia.cl/aprende-javascript-en-1-hora-y-crea-un-juego-en-javascript/;Todos los niveles; 95.000 ;22; 2.086 
desarrollador web;617158;Pruebas unitarias de AngularJS: ¡Cree aplicaciones libres de errores que siempre funcionan!;https://www.udemia.cl/unit-testing-angularjs/;Todos los niveles; 25.000 ;23; 2.083 
desarrollador web;800148;Conviértase en un desarrollador web de Rockstar: aprenda programando;https://www.udemia.cl/become-rockstar-php-developer/;Nivel intermedio; 200.000 ;56; 2.076 
desarrollador web;1121580;Blog de WordPress: Cree un sitio web de WordPress para principiantes;https://www.udemia.cl/wordpress-sitio-web-para-principiantes/;Nivel principiante; 20.000 ;20; 2.076 
desarrollador web;1124244;Tutorial de JavaScript: aprender código JavaScript para principiantes;https://www.udemia.cl/tutorial-de-javascript-para-principiantes/;Todos los niveles; 20.000 ;22; 2.074 
desarrollador web;228934;¡PSD a HTML5/CSS3 usando Twitter Bootstrap 3!;https://www.udemia.cl/psd-to-html5css3-using-twitter-bootstrap-3/;Nivel principiante; 95.000 ;16; 2.073 
desarrollador web;624578;JavaScript para principiantes;https://www.udemia.cl/java-script-quick-beginner-introduction/;Todos los niveles; 75.000 ;14; 2.071 
desarrollador web;1145206;Desarrolle complementos competitivos para WordPress y WooCommerce;https://www.udemia.cl/develop-competitive-plugins-for-wordpress-and-woocommerce/;Nivel intermedio; 150.000 ;12; 2.063 
desarrollador web;954036;JSON: conceptos básicos para principiantes;https://www.udemia.cl/learn-json/;Nivel principiante; 45.000 ;8; 2.052 
desarrollador web;45941;El curso acelerado de CSS y CSS3;https://www.udemia.cl/the-css-and-css3-crash-course/;Nivel principiante; 150.000 ;76; 2.051 
desarrollador web;709180;Integración de Twitter personalizar Tweets con API de desarrollador;https://www.udemia.cl/twitter-integration-customize-tweets-with-developer-api/;Todos los niveles; 115.000 ;19; 2.039 
desarrollador web;823236;Guía Práctica de Desarrollo Web;https://www.udemia.cl/designers-guide-to-web-development/;Todos los niveles; 20.000 ;38; 2.025 
desarrollador web;578900;Aprenda Wordpress 4 desde cero: cree sitios web increíbles;https://www.udemia.cl/aprender-wordpress-desde-cero-y-crear-sitios-web/;Todos los niveles; 75.000 ;25; 2.023 
desarrollador web;854756;Aprende Drupal 8 - Con un proyecto en vivo;https://www.udemia.cl/learn-drupal-8-with-a-live-project/;Nivel principiante; 55.000 ;59; 2.012 
desarrollador web;758208;HTML 5 y CSS 3: trucos y soluciones;https://www.udemia.cl/html5-css3-trucos-y-soluciones/;Todos los niveles; 80.000 ;113; 2.007 
desarrollador web;447136;Dominar las herramientas para desarrolladores de Google Chrome;https://www.udemia.cl/mastering-chrome-developer-tools/;Nivel intermedio; 20.000 ;31; 2.002 
desarrollador web;997964;Cree un banco en línea con Java, Angular 2, Spring y más;https://www.udemia.cl/construya-un-banco-en-linea-con-java-angular-2-spring-and-more/;Nivel intermedio; 195.000 ;45; 1.995 
desarrollador web;647564;React: aprenda los fundamentos de ReactJS para desarrolladores front-end;https://www.udemia.cl/react-fundamentals-frontend-desarrolladores/;Nivel principiante; 55.000 ;26; 1.993 
desarrollador web;405840;Expresiones regulares para principiantes - Universal;https://www.udemia.cl/expresiones-regulares-para-principiantes-universal/;Todos los niveles; 100.000 ;36; 1.975 
desarrollador web;1004134;Bootcamp de Angular 2 + Rails 5;https://www.udemia.cl/angular-on-rails-course/;Todos los niveles; 150.000 ;60; 1.967 
desarrollador web;965870;Angular y Firebase: cree una aplicación web con TypeScript;https://www.udemia.cl/angular-firebase-application/;Todos los niveles; 150.000 ;65; 1.966 
desarrollador web;955194;Codificación simplificada: una guía para principiantes de JavaScript;https://www.udemia.cl/codificación-hecha-fácil-a-beginners-guide-to-javascript/;Todos los niveles; 40.000 ;16; 1.950 
desarrollador web;606756;Proyectos en ExpressJS - Aprenda ExpressJs construyendo 10 proyectos;https://www.udemia.cl/proyectos-en-expressjs-learn-expressjs-building-10-projects/;Todos los niveles; 50.000 ;102; 1.949 
desarrollador web;590406;Aprenda ReactJS: Codifique como un desarrollador de Facebook;https://www.udemia.cl/learn-react-js/;Todos los niveles; 20.000 ;45; 1.948 
desarrollador web;688872;XML para principiantes absolutos: aprenda a crear sus propias etiquetas;https://www.udemia.cl/xml-for-absolute-beginners-learn-to-create-your-own-tags/;Todos los niveles; 75.000 ;10; 1.945 
desarrollador web;1079078;Construcción de sitios Drupal 8;https://www.udemia.cl/drupal-8-site-building/;Nivel principiante; - ;48; 1.942 
desarrollador web;177912;Todo lo que necesita saber sobre AngularJS - Capacitación en AngularJS;https://www.udemia.cl/angularjs/;Nivel principiante; 50.000 ;53; 1.936 
desarrollador web;1198704;Cómo convertirse en desarrollador de aplicaciones;https://www.udemia.cl/how-to-become-an-app-developer/;Nivel intermedio; 200.000 ;10; 1.935 
desarrollador web;563020;Aprenda a crear 20 sitios web y 14 aplicaciones iOS9 con Swift;https://www.udemia.cl/learn-to-build-20-websites-and-build-14-ios9-apps-with-swift/;Todos los niveles; 40.000 ;458; 1.926 
desarrollador web;1134330;Domina las expresiones regulares desde cero - Todos los idiomas;https://www.udemia.cl/master-regular-expressions-from-scratch/;Nivel principiante; 70.000 ;38; 1.925 
desarrollador web;1051672;¡Aprende PHP desde cero!;https://www.udemia.cl/learn-php-from-scratch-by-niveditajain/;Todos los niveles; 25.000 ;17; 1.908 
desarrollador web;406820;API RESTful con Laravel;https://www.udemia.cl/laravel-5-php-framework-agile-and-practical-php-restful-api/;Todos los niveles; 45.000 ;57; 1.905 
desarrollador web;442504;Cree un sitio web HTML5 y CSS3 en 35 minutos;https://www.udemia.cl/construir-un-sitio-web-html5-y-css3-en-35-minutos/;Nivel principiante; 20.000 ;17; 1.904 
desarrollador web;941998;Master Electron: Aplicaciones de escritorio usando HTML, JavaScript y CSS;https://www.udemia.cl/master-electron/;Nivel intermedio; 165.000 ;47; 1.902 
desarrollador web;1011550;Cree formularios de registro e inicio de sesión con Bootstrap Modal;https://www.udemia.cl/build-sign-up-and-login-forms-with-bootstrap-modal/;Nivel intermedio; 20.000 ;31; 1.898 
desarrollador web;911712;Migración del sitio de Wordpress;https://www.udemia.cl/wordpress-site-migration-tutorial/;Nivel principiante; 20.000 ;35; 1.894 
desarrollador web;861528;Seguridad PHP;https://www.udemia.cl/php-security/;Todos los niveles; 50.000 ;24; 1.892 
desarrollador web;745120;CSSCasts;;; - ;;
desarrollador web;859936;Academia de WordPress: Aprende WordPress paso a paso;https://www.udemia.cl/wordpress-academy-course/;Nivel intermedio; 150.000 ;79; 1.873 
desarrollador web;807874;JavaScript moderno: creación de aplicaciones del mundo real y en tiempo real;https://www.udemia.cl/real-world-real-time-modern-javascript/;Todos los niveles; 50.000 ;60; 1.871 
desarrollador web;937586;Ruby on Rails 5 - BDD, RSpec y Carpincho;https://www.udemia.cl/ruby-rails-5-bdd-rspec-capybara/;Nivel principiante; 200.000 ;145; 1.870 
desarrollador web;130694;Fundamentos de alojamiento web;https://www.udemia.cl/fundamentos-del-alojamiento-web/;Todos los niveles; 20.000 ;8; 1.867 
desarrollador web;997916;Desarrollo de Amazon Alexa: de principiante a intermedio;https://www.udemia.cl/amazon-alexa-development-from-beginner-to-intermediate/;Todos los niveles; 140.000 ;52; 1.858 
desarrollador web;524248;Cómo crear una red social para una comunidad relacionada con un nicho;https://www.udemia.cl/como-crear-una-red-social/;Nivel principiante; 100.000 ;39; 1.853 
desarrollador web;904076;Aprenda Rails: Codifique, diseñe y lance rápidamente 4 aplicaciones web;https://www.udemia.cl/learn-rails/;Todos los niveles; 200.000 ;83; 1.849 
desarrollador web;343816;Aprende SASS y mejora tu CSS;https://www.udemia.cl/write-clean-css-using-sass/;Todos los niveles; 55.000 ;24; 1.849 
desarrollador web;882128;El campo de entrenamiento completo de JavaScript;https://www.udemia.cl/the-complete-javascript-bootcamp/;Todos los niveles; 195.000 ;47; 1.839 
desarrollador web;945336;Javascript Intermedio nivel 1 - Dominar el DOM;https://www.udemia.cl/javascript-intermediate-mastering-the-dom/;Todos los niveles; 100.000 ;31; 1.838 
desarrollador web;261148;crear un motor de búsqueda para su sitio web!;https://www.udemia.cl/create-a-simple-php-mysql-search-engine/;Todos los niveles; 20.000 ;12; 1.832 
desarrollador web;1128050;Desarrollo de API de servidor en Swift, Kitura y Bluemix;https://www.udemia.cl/swift-kitura/;Nivel principiante; 200.000 ;66; 1.827 
desarrollador web;1013314;PHP para principiantes: ¡Aprende PHP desde cero!;https://www.udemia.cl/php-fundamentals-course/;Todos los niveles; 100.000 ;58; 1.825 
desarrollador web;1172740;Aprende a usar componentes Javascript con PHP y Symfony;https://www.udemia.cl/aprende-a-usar-componentes-de-javascript-con-php-y-symfony/;Todos los niveles; 90.000 ;25; 1.822 
desarrollador web;530092;Dominar CSS;https://www.udemia.cl/mastering-css/;Nivel principiante; 95.000 ;42; 1.815 
desarrollador web;833182;Concepto de JQuery DOM y Ajax explicado para principiantes;https://www.udemia.cl/jquery-dom-and-ajax-concept-explained-for-beginners/;Todos los niveles; 35.000 ;7; 1.812 
desarrollador web;446736;Dominio de Amazon s3: las guías prácticas para Amazon S3;https://www.udemia.cl/amazon-s3-mastery/;Nivel intermedio; 95.000 ;36; 1.811 
desarrollador web;1256136;Desarrollo angular 4 decodificado;https://www.udemia.cl/marutiangular4/;Todos los niveles; 20.000 ;8; 1.802 
desarrollador web;1211960;Cómo construir un bot de chat de Facebook Messenger desde cero;https://www.udemia.cl/how-to-build-a-facebook-messenger-chat-bot-from-scratch/;Todos los niveles; 120.000 ;24; 1.798 
desarrollador web;400280;WordPress: una visión general;https://www.udemia.cl/que-es-wordpress/;Todos los niveles; 45.000 ;15; 1.783 
desarrollador web;413494;Primeros pasos con LESS - Curso intensivo para principiantes;https://www.udemia.cl/getting-started-with-less-beginner-crash-course/;Nivel intermedio; 25.000 ;21; 1.780 
desarrollador web;669346;Publicidad propia usando PowerPoint Twitter y Facebook en ios;https://www.udemia.cl/the-basic-roadmap-to-power-point-advertising-for-mac/;Nivel principiante; 20.000 ;6; 1.780 
desarrollador web;212394;Introducción al desarrollo de Node.js;https://www.udemia.cl/refactoru-intro-nodejs/;Todos los niveles; 55.000 ;16; 1.779 
desarrollador web;981600;Bootcamp de HTML y CSS para principiantes;https://www.udemia.cl/html-and-css-bootcamp-for-beginners/;Todos los niveles; 30.000 ;48; 1.777 
desarrollador web;651032;Wordpress: cree un sitio web excepcional en 2 horas;https://www.udemia.cl/wordpress-negocio-sitio-web/;Nivel principiante; 30.000 ;48; 1.772 
desarrollador web;710486;jQuery para principiantes absolutos - Lite;https://www.udemia.cl/jquery-for-absolute-beginners-lite/;Nivel principiante; 20.000 ;7; 1.769 
desarrollador web;420982;Aprendiendo 200 funciones jQuery con 800 ejemplos;https://www.udemia.cl/jquery-foundation/;Todos los niveles; 195.000 ;118; 1.766 
desarrollador web;902748;Introducción al análisis de datos con Microsoft Power BI;https://www.udemia.cl/data-analytics-powerbi/;Nivel principiante; 45.000 ;16; 1.764 
desarrollador web;270808;Proyectos en Django y Python;https://www.udemia.cl/proyectos-en-django-y-python/;Todos los niveles; 60.000 ;28; 1.764 
desarrollador web;1121696;Google Blogger: Cómo crear un blog;https://www.udemia.cl/google-blogger-cómo-crear-un-blog/;Nivel principiante; 20.000 ;30; 1.763 
desarrollador web;17887;JavaScript con BackboneJS y Bootstrap CSS - Avanzado;https://www.udemia.cl/javascript-avanzado-con-backbonejs-y-bootstrap-css/;Nivel intermedio; 25.000 ;16; 1.758 
desarrollador web;933110;Desarrolle un sitio profesional de WordPress OnePage sin codificación;https://www.udemia.cl/develop-a-professional-onepage-wordpress-site-with-no-coding/;Todos los niveles; 20.000 ;13; 1.747 
desarrollador web;1169378;Crea un clon completo de Fiverr con Node + Algolia + Paypal;https://www.udemia.cl/web-developer-build-fiverr-twitter-and-mvp-with-nodejs/;Todos los niveles; 30.000 ;87; 1.741 
desarrollador web;863954;Angular 2 desde cero;https://www.udemia.cl/angular-2-from-the-ground-up/;Nivel principiante; 30.000 ;87; 1.737 
desarrollador web;340362;Aprenda Ruby on Rails construyendo proyectos;https://www.udemia.cl/learn-ruby-on-rails-building-projects/;Nivel principiante; 60.000 ;47; 1.736 
desarrollador web;937134;Javascript nivel intermedio 3 - JSON;https://www.udemia.cl/javascript-intermediate-json-course/;Nivel principiante; 100.000 ;25; 1.735 
desarrollador web;929260;Aprende SASS: de principiante a experto;https://www.udemia.cl/learn-sass-from-beginner-to-expert/;Nivel principiante; 20.000 ;13; 1.734 
desarrollador web;1210098;HTML5 y CSS para principiantes y expertos;https://www.udemia.cl/html5-and-css-for-beginner-to-expert/;Nivel intermedio; 20.000 ;48; 1.732 
desarrollador web;671960;Angular 2 Jump Start con texto mecanografiado;https://www.udemia.cl/angular-2-jump-start-with-typescript/;Todos los niveles; 20.000 ;74; 1.731 
desarrollador web;773824;Aprenda con el ejemplo: los fundamentos de HTML, CSS y Javascript;https://www.udemia.cl/aprender-por-ejemplo-html-css-javascript/;Todos los niveles; 50.000 ;94; 1.724 
